2025-09-05 18:42:17 | __main__             | INFO     | __init__             | 🚀 Initializing Enhanced Pirate Bot with Services Architecture
2025-09-06 20:25:44 | __main__             | INFO     | _init_background_tasks | 🔄 Background tasks initialized
2025-09-06 20:25:44 | __main__             | INFO     | __init__             | ✅ Enhanced Pirate Bot initialized successfully
2025-09-06 20:25:44 | __main__             | INFO     | run                  | 🚀 Starting Enhanced Pirate Content Bot
2025-09-06 20:25:44 | __main__             | INFO     | health_check         | ✅ System health check passed
2025-09-06 20:25:45 | __main__             | INFO     | setup_bot_commands   | ✅ Bot commands configured
2025-09-06 20:25:45 | __main__             | INFO     | run                  | 🎬 Bot is now running!
2025-09-06 20:25:45 | __main__             | INFO     | start_background_tasks | 🔄 Starting background tasks
2025-09-06 20:26:04 | __main__             | INFO     | enhanced_message_handler | 📨 Enhanced message from דובי (6562280181): 'בדיקה...'
2025-09-06 20:26:04 | __main__             | INFO     | enhanced_message_handler | 🧠 Advanced analysis: confidence=0%, category=general
2025-09-06 20:26:04 | services.user_service | ERROR    | _update_user_data    | Failed to update user data: 'NoneType' object has no attribute 'execute_query'
2025-09-06 20:43:03 | __main__             | INFO     | __init__             | 🚀 Initializing Enhanced Pirate Bot with Services Architecture
2025-09-06 20:43:03 | utils.cache_manager  | INFO     | __init__             | Cache Manager initialized: TTL={'enabled': True, 'type': 'memory', 'ttl': {'requests': 300, 'users': 600, 'stats': 180, 'duplicates': 120}, 'max_size': 1000, 'cleanup_interval': 300, 'redis_config': {'host': 'localhost', 'port': 6379, 'db': 0, 'password': None, 'decode_responses': True}}s, Memory=100MB
2025-09-06 20:43:03 | core.storage_manager | INFO     | __init__             | Cache mode enabled
2025-09-06 20:43:03 | __main__             | INFO     | _init_core_components | ✅ Core components initialized
2025-09-06 20:43:03 | utils.duplicate_detector | INFO     | __init__             | Duplicate Detector initialized with threshold: 0.8
2025-09-06 20:43:03 | utils.keyboards      | INFO     | __init__             | Keyboard Builder initialized
2025-09-06 20:43:03 | __main__             | INFO     | _init_utils          | ✅ Utils initialized
2025-09-06 20:43:03 | services.request_service | INFO     | __init__             | Request Service initialized
2025-09-06 20:43:03 | services.rating_service | INFO     | __init__             | Rating Service initialized
2025-09-06 20:43:03 | services.search_service | INFO     | __init__             | Search Service initialized
2025-09-06 20:43:03 | services.user_service | INFO     | __init__             | User Service initialized
2025-09-06 20:43:03 | __main__             | INFO     | _init_services       | ✅ Services initialized
2025-09-06 20:43:03 | __main__             | INFO     | _create_application  | ✅ Telegram Application created
2025-09-06 20:43:03 | __main__             | INFO     | _setup_handlers      | ✅ Handlers configured
2025-09-06 20:43:03 | __main__             | INFO     | _init_background_tasks | 🔄 Background tasks initialized
2025-09-06 20:43:03 | __main__             | INFO     | __init__             | ✅ Enhanced Pirate Bot initialized successfully
2025-09-06 20:43:03 | __main__             | INFO     | run                  | 🚀 Starting Enhanced Pirate Content Bot
2025-09-06 20:43:03 | __main__             | INFO     | health_check         | ✅ System health check passed
2025-09-06 20:43:03 | __main__             | INFO     | setup_bot_commands   | ✅ Bot commands configured
2025-09-06 20:43:03 | __main__             | INFO     | run                  | 🎬 Bot is now running!
2025-09-06 20:43:03 | __main__             | INFO     | start_background_tasks | 🔄 Starting background tasks
2025-09-06 20:43:18 | __main__             | INFO     | enhanced_message_handler | 📨 Message from דובי (6562280181): 'בדיקה...'
2025-09-06 20:43:46 | __main__             | INFO     | enhanced_message_handler | 📨 Message from דובי (6562280181): 'אוקיי, הוא לא אמור לענות לסתם הודעות עכשיו......'
2025-09-06 20:44:05 | __main__             | INFO     | enhanced_message_handler | 📨 Message from דובי (6562280181): 'אפשר את שובר שורות?...'
2025-09-06 20:44:10 | __main__             | ERROR    | enhanced_message_handler | ❌ Error in enhanced message handler: 'UserService' object has no attribute 'check_rate_limit'
2025-09-06 20:44:57 | __main__             | INFO     | enhanced_message_handler | 📨 Message from דובי (6562280181): 'אפשר את הסרט סופרמן איש הפלדה 2013?...'
2025-09-06 20:44:57 | __main__             | INFO     | enhanced_message_handler | 🎯 Request score: 65
2025-09-06 20:44:57 | __main__             | ERROR    | _process_validated_request | ❌ Error processing validated request: 'AdvancedContentAnalyzer' object has no attribute 'analyze_advanced'
2025-09-06 20:44:57 | services.user_service | ERROR    | _update_user_data    | Failed to update user data: 'NoneType' object has no attribute 'execute_query'
2025-09-06 20:45:24 | __main__             | INFO     | shutdown             | 🛑 Initiating graceful shutdown
2025-09-06 20:45:24 | __main__             | INFO     | shutdown             | ✅ Graceful shutdown completed
2025-09-06 20:45:24 | __main__             | INFO     | cleanup_resources    | 🧹 Resources cleaned up successfully
2025-09-06 20:48:28 | __main__             | INFO     | __init__             | 🚀 Initializing Enhanced Pirate Bot with Services Architecture
2025-09-06 20:48:28 | utils.cache_manager  | INFO     | __init__             | Cache Manager initialized: TTL={'enabled': True, 'type': 'memory', 'ttl': {'requests': 300, 'users': 600, 'stats': 180, 'duplicates': 120}, 'max_size': 1000, 'cleanup_interval': 300, 'redis_config': {'host': 'localhost', 'port': 6379, 'db': 0, 'password': None, 'decode_responses': True}}s, Memory=100MB
2025-09-06 20:48:28 | core.storage_manager | INFO     | __init__             | Cache mode enabled
2025-09-06 20:48:28 | __main__             | INFO     | _init_core_components | ✅ Core components initialized
2025-09-06 20:48:28 | utils.duplicate_detector | INFO     | __init__             | Duplicate Detector initialized with threshold: 0.8
2025-09-06 20:48:28 | utils.keyboards      | INFO     | __init__             | Keyboard Builder initialized
2025-09-06 20:48:28 | __main__             | INFO     | _init_utils          | ✅ Utils initialized
2025-09-06 20:48:28 | services.request_service | INFO     | __init__             | Request Service initialized
2025-09-06 20:48:28 | services.rating_service | INFO     | __init__             | Rating Service initialized
2025-09-06 20:48:28 | services.search_service | INFO     | __init__             | Search Service initialized
2025-09-06 20:48:28 | services.user_service | INFO     | __init__             | User Service initialized
2025-09-06 20:48:28 | __main__             | INFO     | _init_services       | ✅ Services initialized
2025-09-06 20:48:28 | __main__             | INFO     | _create_application  | ✅ Telegram Application created
2025-09-06 20:48:28 | __main__             | INFO     | _setup_handlers      | ✅ Handlers configured
2025-09-06 20:48:28 | __main__             | INFO     | _init_background_tasks | 🔄 Background tasks initialized
2025-09-06 20:48:28 | __main__             | INFO     | __init__             | ✅ Enhanced Pirate Bot initialized successfully
2025-09-06 20:48:28 | __main__             | INFO     | run                  | 🚀 Starting Enhanced Pirate Content Bot
2025-09-06 20:48:28 | __main__             | INFO     | health_check         | ✅ System health check passed
2025-09-06 20:48:28 | __main__             | INFO     | setup_bot_commands   | ✅ Bot commands configured
2025-09-06 20:48:28 | __main__             | INFO     | run                  | 🎬 Bot is now running!
2025-09-06 20:48:28 | __main__             | INFO     | start_background_tasks | 🔄 Starting background tasks
2025-09-06 20:50:51 | __main__             | INFO     | __init__             | 🚀 Initializing Enhanced Pirate Bot with Services Architecture
2025-09-06 20:50:51 | utils.cache_manager  | INFO     | __init__             | Cache Manager initialized: TTL={'enabled': True, 'type': 'memory', 'ttl': {'requests': 300, 'users': 600, 'stats': 180, 'duplicates': 120}, 'max_size': 1000, 'cleanup_interval': 300, 'redis_config': {'host': 'localhost', 'port': 6379, 'db': 0, 'password': None, 'decode_responses': True}}s, Memory=100MB
2025-09-06 20:50:51 | core.storage_manager | INFO     | __init__             | Cache mode enabled
2025-09-06 20:50:51 | __main__             | INFO     | _init_core_components | ✅ Core components initialized
2025-09-06 20:50:51 | utils.duplicate_detector | INFO     | __init__             | Duplicate Detector initialized with threshold: 0.8
2025-09-06 20:50:51 | utils.keyboards      | INFO     | __init__             | Keyboard Builder initialized
2025-09-06 20:50:51 | __main__             | INFO     | _init_utils          | ✅ Utils initialized
2025-09-06 20:50:51 | services.request_service | INFO     | __init__             | Request Service initialized
2025-09-06 20:50:51 | services.rating_service | INFO     | __init__             | Rating Service initialized
2025-09-06 20:50:51 | services.search_service | INFO     | __init__             | Search Service initialized
2025-09-06 20:50:51 | services.user_service | INFO     | __init__             | User Service initialized
2025-09-06 20:50:51 | __main__             | INFO     | _init_services       | ✅ Services initialized
2025-09-06 20:50:51 | __main__             | INFO     | _create_application  | ✅ Telegram Application created
2025-09-06 20:50:51 | __main__             | INFO     | _setup_handlers      | ✅ Handlers configured
2025-09-06 20:50:51 | __main__             | INFO     | _init_background_tasks | 🔄 Background tasks initialized
2025-09-06 20:50:51 | __main__             | INFO     | __init__             | ✅ Enhanced Pirate Bot initialized successfully
2025-09-06 20:50:51 | __main__             | INFO     | run                  | 🚀 Starting Enhanced Pirate Content Bot
2025-09-06 20:50:51 | __main__             | INFO     | health_check         | ✅ System health check passed
2025-09-06 20:50:52 | __main__             | INFO     | setup_bot_commands   | ✅ Bot commands configured
2025-09-06 20:50:52 | __main__             | INFO     | run                  | 🎬 Bot is now running!
2025-09-06 20:50:52 | __main__             | INFO     | start_background_tasks | 🔄 Starting background tasks
2025-09-06 20:51:23 | __main__             | INFO     | __init__             | 🚀 Initializing Enhanced Pirate Bot with Services Architecture
2025-09-06 20:51:23 | utils.cache_manager  | INFO     | __init__             | Cache Manager initialized: TTL={'enabled': True, 'type': 'memory', 'ttl': {'requests': 300, 'users': 600, 'stats': 180, 'duplicates': 120}, 'max_size': 1000, 'cleanup_interval': 300, 'redis_config': {'host': 'localhost', 'port': 6379, 'db': 0, 'password': None, 'decode_responses': True}}s, Memory=100MB
2025-09-06 20:51:23 | core.storage_manager | INFO     | __init__             | Cache mode enabled
2025-09-06 20:51:23 | __main__             | INFO     | _init_core_components | ✅ Core components initialized
2025-09-06 20:51:23 | utils.duplicate_detector | INFO     | __init__             | Duplicate Detector initialized with threshold: 0.8
2025-09-06 20:51:23 | utils.keyboards      | INFO     | __init__             | Keyboard Builder initialized
2025-09-06 20:51:23 | __main__             | INFO     | _init_utils          | ✅ Utils initialized
2025-09-06 20:51:23 | services.request_service | INFO     | __init__             | Request Service initialized
2025-09-06 20:51:23 | services.rating_service | INFO     | __init__             | Rating Service initialized
2025-09-06 20:51:23 | services.search_service | INFO     | __init__             | Search Service initialized
2025-09-06 20:51:23 | services.user_service | INFO     | __init__             | User Service initialized
2025-09-06 20:51:23 | __main__             | INFO     | _init_services       | ✅ Services initialized
2025-09-06 20:51:23 | __main__             | INFO     | _create_application  | ✅ Telegram Application created
2025-09-06 20:51:23 | __main__             | INFO     | _setup_handlers      | ✅ Handlers configured
2025-09-06 20:51:23 | __main__             | INFO     | _init_background_tasks | 🔄 Background tasks initialized
2025-09-06 20:51:23 | __main__             | INFO     | __init__             | ✅ Enhanced Pirate Bot initialized successfully
2025-09-06 20:51:23 | __main__             | INFO     | run                  | 🚀 Starting Enhanced Pirate Content Bot
2025-09-06 20:51:23 | __main__             | INFO     | health_check         | ✅ System health check passed
2025-09-06 20:51:23 | __main__             | INFO     | setup_bot_commands   | ✅ Bot commands configured
2025-09-06 20:51:23 | __main__             | INFO     | run                  | 🎬 Bot is now running!
2025-09-06 20:51:23 | __main__             | INFO     | start_background_tasks | 🔄 Starting background tasks
2025-09-06 20:51:24 | telegram.ext.Updater | ERROR    | _network_loop_retry  | Error while getting Updates: Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
2025-09-06 20:51:24 | __main__             | ERROR    | enhanced_error_handler | ❌ Enhanced error occurred: Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
2025-09-06 20:51:28 | telegram.ext.Updater | ERROR    | _network_loop_retry  | Error while getting Updates: Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
2025-09-06 20:51:28 | __main__             | ERROR    | enhanced_error_handler | ❌ Enhanced error occurred: Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
2025-09-06 20:51:29 | telegram.ext.Updater | ERROR    | _network_loop_retry  | Error while getting Updates: Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
2025-09-06 20:51:29 | __main__             | ERROR    | enhanced_error_handler | ❌ Enhanced error occurred: Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
2025-09-06 20:51:34 | telegram.ext.Updater | ERROR    | _network_loop_retry  | Error while getting Updates: Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
2025-09-06 20:51:34 | __main__             | ERROR    | enhanced_error_handler | ❌ Enhanced error occurred: Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
2025-09-06 20:51:35 | telegram.ext.Updater | ERROR    | _network_loop_retry  | Error while getting Updates: Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
2025-09-06 20:51:35 | __main__             | ERROR    | enhanced_error_handler | ❌ Enhanced error occurred: Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
2025-09-06 20:51:41 | telegram.ext.Updater | ERROR    | _network_loop_retry  | Error while getting Updates: Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
2025-09-06 20:51:41 | __main__             | ERROR    | enhanced_error_handler | ❌ Enhanced error occurred: Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
2025-09-06 20:51:43 | telegram.ext.Updater | ERROR    | _network_loop_retry  | Error while getting Updates: Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
2025-09-06 20:51:43 | __main__             | ERROR    | enhanced_error_handler | ❌ Enhanced error occurred: Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
2025-09-06 20:51:46 | telegram.ext.Updater | ERROR    | _network_loop_retry  | Error while getting Updates: Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
2025-09-06 20:51:46 | __main__             | ERROR    | enhanced_error_handler | ❌ Enhanced error occurred: Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
2025-09-06 20:51:47 | __main__             | INFO     | enhanced_message_handler | 📨 Message from דובי (6562280181): 'אפשר את סופרמן איש הפלדה 2013?...'
2025-09-06 20:51:47 | __main__             | INFO     | enhanced_message_handler | 🎯 Request score: 35
2025-09-06 20:51:47 | services.user_service | ERROR    | _update_user_data    | Database connection not available
2025-09-06 20:51:50 | telegram.ext.Updater | ERROR    | _network_loop_retry  | Error while getting Updates: Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
2025-09-06 20:51:50 | __main__             | ERROR    | enhanced_error_handler | ❌ Enhanced error occurred: Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
2025-09-06 20:51:54 | telegram.ext.Updater | ERROR    | _network_loop_retry  | Error while getting Updates: Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
2025-09-06 20:51:54 | __main__             | ERROR    | enhanced_error_handler | ❌ Enhanced error occurred: Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
2025-09-06 20:51:59 | telegram.ext.Updater | ERROR    | _network_loop_retry  | Error while getting Updates: Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
2025-09-06 20:51:59 | __main__             | ERROR    | enhanced_error_handler | ❌ Enhanced error occurred: Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
2025-09-06 20:52:04 | telegram.ext.Updater | ERROR    | _network_loop_retry  | Error while getting Updates: Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
2025-09-06 20:52:04 | __main__             | ERROR    | enhanced_error_handler | ❌ Enhanced error occurred: Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
2025-09-06 20:52:12 | telegram.ext.Updater | ERROR    | _network_loop_retry  | Error while getting Updates: Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
2025-09-06 20:52:12 | __main__             | ERROR    | enhanced_error_handler | ❌ Enhanced error occurred: Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
2025-09-06 20:52:16 | telegram.ext.Updater | ERROR    | _network_loop_retry  | Error while getting Updates: Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
2025-09-06 20:52:16 | __main__             | ERROR    | enhanced_error_handler | ❌ Enhanced error occurred: Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
2025-09-06 20:52:28 | telegram.ext.Updater | ERROR    | _network_loop_retry  | Error while getting Updates: Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
2025-09-06 20:52:28 | __main__             | ERROR    | enhanced_error_handler | ❌ Enhanced error occurred: Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
2025-09-06 20:52:32 | telegram.ext.Updater | ERROR    | _network_loop_retry  | Error while getting Updates: Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
2025-09-06 20:52:32 | __main__             | ERROR    | enhanced_error_handler | ❌ Enhanced error occurred: Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
2025-09-06 20:52:35 | __main__             | INFO     | shutdown             | 🛑 Initiating graceful shutdown
2025-09-06 20:52:35 | __main__             | INFO     | shutdown             | ✅ Graceful shutdown completed
2025-09-06 20:52:35 | __main__             | INFO     | cleanup_resources    | 🧹 Resources cleaned up successfully
2025-09-06 20:53:09 | __main__             | INFO     | shutdown             | 🛑 Initiating graceful shutdown
2025-09-06 20:53:09 | __main__             | INFO     | shutdown             | ✅ Graceful shutdown completed
2025-09-06 20:53:09 | __main__             | INFO     | cleanup_resources    | 🧹 Resources cleaned up successfully
2025-09-06 20:53:15 | __main__             | INFO     | __init__             | 🚀 Initializing Enhanced Pirate Bot with Services Architecture
2025-09-06 20:53:15 | utils.cache_manager  | INFO     | __init__             | Cache Manager initialized: TTL={'enabled': True, 'type': 'memory', 'ttl': {'requests': 300, 'users': 600, 'stats': 180, 'duplicates': 120}, 'max_size': 1000, 'cleanup_interval': 300, 'redis_config': {'host': 'localhost', 'port': 6379, 'db': 0, 'password': None, 'decode_responses': True}}s, Memory=100MB
2025-09-06 20:53:15 | core.storage_manager | INFO     | __init__             | Cache mode enabled
2025-09-06 20:53:15 | __main__             | INFO     | _init_core_components | ✅ Core components initialized
2025-09-06 20:53:15 | utils.duplicate_detector | INFO     | __init__             | Duplicate Detector initialized with threshold: 0.8
2025-09-06 20:53:15 | utils.keyboards      | INFO     | __init__             | Keyboard Builder initialized
2025-09-06 20:53:15 | __main__             | INFO     | _init_utils          | ✅ Utils initialized
2025-09-06 20:53:15 | services.request_service | INFO     | __init__             | Request Service initialized
2025-09-06 20:53:15 | services.rating_service | INFO     | __init__             | Rating Service initialized
2025-09-06 20:53:15 | services.search_service | INFO     | __init__             | Search Service initialized
2025-09-06 20:53:15 | services.user_service | INFO     | __init__             | User Service initialized
2025-09-06 20:53:15 | __main__             | INFO     | _init_services       | ✅ Services initialized
2025-09-06 20:53:16 | __main__             | INFO     | _create_application  | ✅ Telegram Application created
2025-09-06 20:53:16 | __main__             | INFO     | _setup_handlers      | ✅ Handlers configured
2025-09-06 20:53:16 | __main__             | INFO     | _init_background_tasks | 🔄 Background tasks initialized
2025-09-06 20:53:16 | __main__             | INFO     | __init__             | ✅ Enhanced Pirate Bot initialized successfully
2025-09-06 20:53:16 | __main__             | INFO     | run                  | 🚀 Starting Enhanced Pirate Content Bot
2025-09-06 20:53:16 | __main__             | INFO     | health_check         | ✅ System health check passed
2025-09-06 20:53:16 | __main__             | INFO     | setup_bot_commands   | ✅ Bot commands configured
2025-09-06 20:53:16 | __main__             | INFO     | run                  | 🎬 Bot is now running!
2025-09-06 20:53:16 | __main__             | INFO     | start_background_tasks | 🔄 Starting background tasks
2025-09-06 20:58:49 | __main__             | INFO     | __init__             | 🚀 Initializing Enhanced Pirate Bot with Services Architecture
2025-09-06 20:58:49 | utils.cache_manager  | INFO     | __init__             | Cache Manager initialized: TTL={'enabled': True, 'type': 'memory', 'ttl': {'requests': 300, 'users': 600, 'stats': 180, 'duplicates': 120}, 'max_size': 1000, 'cleanup_interval': 300, 'redis_config': {'host': 'localhost', 'port': 6379, 'db': 0, 'password': None, 'decode_responses': True}}s, Memory=100MB
2025-09-06 20:58:49 | core.storage_manager | INFO     | __init__             | Cache mode enabled
2025-09-06 20:58:49 | __main__             | INFO     | _init_core_components | ✅ Core components initialized
2025-09-06 20:58:49 | utils.duplicate_detector | INFO     | __init__             | Duplicate Detector initialized with threshold: 0.8
2025-09-06 20:58:49 | utils.keyboards      | INFO     | __init__             | Keyboard Builder initialized
2025-09-06 20:58:49 | __main__             | INFO     | _init_utils          | ✅ Utils initialized
2025-09-06 20:58:49 | services.request_service | INFO     | __init__             | Request Service initialized
2025-09-06 20:58:49 | services.rating_service | INFO     | __init__             | Rating Service initialized
2025-09-06 20:58:49 | services.search_service | INFO     | __init__             | Search Service initialized
2025-09-06 20:58:49 | services.user_service | INFO     | __init__             | User Service initialized
2025-09-06 20:58:49 | __main__             | INFO     | _init_services       | ✅ Services initialized
2025-09-06 20:58:49 | __main__             | INFO     | _create_application  | ✅ Telegram Application created
2025-09-06 20:58:49 | __main__             | INFO     | _setup_handlers      | ✅ Handlers configured
2025-09-06 20:58:49 | __main__             | INFO     | _init_background_tasks | 🔄 Background tasks initialized
2025-09-06 20:58:49 | __main__             | INFO     | __init__             | ✅ Enhanced Pirate Bot initialized successfully
2025-09-06 20:58:49 | __main__             | INFO     | run                  | 🚀 Starting Enhanced Pirate Content Bot
2025-09-06 20:58:49 | __main__             | INFO     | health_check         | ✅ System health check passed
2025-09-06 20:58:50 | __main__             | INFO     | setup_bot_commands   | ✅ Bot commands configured
2025-09-06 20:58:50 | __main__             | INFO     | run                  | 🎬 Bot is now running!
2025-09-06 20:58:50 | __main__             | INFO     | start_background_tasks | 🔄 Starting background tasks
2025-09-06 20:59:11 | __main__             | INFO     | enhanced_message_handler | 📨 Message from דובי (6562280181): 'אפשר את סופרמן איש הפלדה 2013?...'
2025-09-06 20:59:11 | __main__             | INFO     | enhanced_message_handler | 🎯 Request score: 35
2025-09-06 20:59:11 | services.user_service | ERROR    | _update_user_data    | Database connection not available
2025-09-06 20:59:34 | __main__             | INFO     | enhanced_message_handler | 📨 Message from דובי (6562280181): 'אפשר את סופרמן איש הפלדה 2013?...'
2025-09-06 20:59:34 | __main__             | INFO     | enhanced_message_handler | 🎯 Request score: 35
2025-09-06 20:59:34 | services.user_service | ERROR    | _update_user_data    | Database connection not available
2025-09-06 21:00:10 | __main__             | INFO     | enhanced_message_handler | 📨 Message from דובי (6562280181): 'אפשר את הסרט לשחרר את שולי?...'
2025-09-06 21:00:10 | __main__             | INFO     | enhanced_message_handler | 🎯 Request score: 65
2025-09-06 21:00:10 | __main__             | ERROR    | _process_validated_request | ❌ Error processing validated request: 'advanced_features'
2025-09-06 21:00:10 | services.user_service | ERROR    | _update_user_data    | Database connection not available
2025-09-06 21:03:50 | __main__             | ERROR    | _statistics_update_task | ❌ Error in statistics task: 'RequestService' object has no attribute 'update_statistics'
2025-09-06 21:08:50 | __main__             | ERROR    | _statistics_update_task | ❌ Error in statistics task: 'RequestService' object has no attribute 'update_statistics'
2025-09-06 21:10:40 | __main__             | INFO     | __init__             | 🚀 Initializing Enhanced Pirate Bot with Services Architecture
2025-09-06 21:10:40 | utils.cache_manager  | INFO     | __init__             | Cache Manager initialized: TTL={'enabled': True, 'type': 'memory', 'ttl': {'requests': 300, 'users': 600, 'stats': 180, 'duplicates': 120}, 'max_size': 1000, 'cleanup_interval': 300, 'redis_config': {'host': 'localhost', 'port': 6379, 'db': 0, 'password': None, 'decode_responses': True}}s, Memory=100MB
2025-09-06 21:10:40 | core.storage_manager | INFO     | __init__             | Cache mode enabled
2025-09-06 21:10:40 | __main__             | INFO     | _init_core_components | ✅ Core components initialized
2025-09-06 21:10:40 | utils.duplicate_detector | INFO     | __init__             | Duplicate Detector initialized with threshold: 0.8
2025-09-06 21:10:40 | utils.keyboards      | INFO     | __init__             | Keyboard Builder initialized
2025-09-06 21:10:40 | __main__             | INFO     | _init_utils          | ✅ Utils initialized
2025-09-06 21:10:40 | services.request_service | INFO     | __init__             | Request Service initialized
2025-09-06 21:10:40 | services.rating_service | INFO     | __init__             | Rating Service initialized
2025-09-06 21:10:40 | services.search_service | INFO     | __init__             | Search Service initialized
2025-09-06 21:10:40 | services.user_service | INFO     | __init__             | User Service initialized
2025-09-06 21:10:40 | __main__             | INFO     | _init_services       | ✅ Services initialized
2025-09-06 21:10:40 | __main__             | INFO     | _create_application  | ✅ Telegram Application created
2025-09-06 21:10:40 | __main__             | INFO     | _setup_handlers      | ✅ Handlers configured
2025-09-06 21:10:40 | __main__             | INFO     | _init_background_tasks | 🔄 Background tasks initialized
2025-09-06 21:10:40 | __main__             | INFO     | __init__             | ✅ Enhanced Pirate Bot initialized successfully
2025-09-06 21:10:40 | __main__             | INFO     | run                  | 🚀 Starting Enhanced Pirate Content Bot
2025-09-06 21:10:40 | __main__             | INFO     | health_check         | ✅ System health check passed
2025-09-06 21:10:41 | __main__             | INFO     | setup_bot_commands   | ✅ Bot commands configured
2025-09-06 21:10:41 | __main__             | INFO     | run                  | 🎬 Bot is now running!
2025-09-06 21:10:41 | __main__             | INFO     | start_background_tasks | 🔄 Starting background tasks
2025-09-06 21:15:41 | __main__             | ERROR    | _statistics_update_task | ❌ Error in statistics task: 'RequestService' object has no attribute 'update_statistics'
2025-09-06 21:20:41 | __main__             | ERROR    | _statistics_update_task | ❌ Error in statistics task: 'RequestService' object has no attribute 'update_statistics'
2025-09-06 21:24:00 | __main__             | INFO     | __init__             | 🚀 Initializing Enhanced Pirate Bot with Services Architecture
2025-09-06 21:24:00 | utils.cache_manager  | INFO     | __init__             | Cache Manager initialized: TTL={'enabled': True, 'type': 'memory', 'ttl': {'requests': 300, 'users': 600, 'stats': 180, 'duplicates': 120}, 'max_size': 1000, 'cleanup_interval': 300, 'redis_config': {'host': 'localhost', 'port': 6379, 'db': 0, 'password': None, 'decode_responses': True}}s, Memory=100MB
2025-09-06 21:24:00 | core.storage_manager | INFO     | __init__             | Cache mode enabled
2025-09-06 21:24:00 | __main__             | INFO     | _init_core_components | ✅ Core components initialized
2025-09-06 21:24:00 | utils.duplicate_detector | INFO     | __init__             | Duplicate Detector initialized with threshold: 0.8
2025-09-06 21:24:00 | utils.keyboards      | INFO     | __init__             | Keyboard Builder initialized
2025-09-06 21:24:00 | __main__             | INFO     | _init_utils          | ✅ Utils initialized
2025-09-06 21:24:00 | services.request_service | INFO     | __init__             | Request Service initialized
2025-09-06 21:24:00 | services.rating_service | INFO     | __init__             | Rating Service initialized
2025-09-06 21:24:00 | services.search_service | INFO     | __init__             | Search Service initialized
2025-09-06 21:24:00 | services.user_service | INFO     | __init__             | User Service initialized
2025-09-06 21:24:00 | __main__             | INFO     | _init_services       | ✅ Services initialized
2025-09-06 21:24:00 | __main__             | INFO     | _create_application  | ✅ Telegram Application created
2025-09-06 21:24:00 | __main__             | INFO     | _setup_handlers      | ✅ Handlers configured
2025-09-06 21:24:00 | __main__             | INFO     | _init_background_tasks | 🔄 Background tasks initialized
2025-09-06 21:24:00 | __main__             | INFO     | __init__             | ✅ Enhanced Pirate Bot initialized successfully
2025-09-06 21:24:00 | __main__             | INFO     | run                  | 🚀 Starting Enhanced Pirate Content Bot
2025-09-06 21:24:00 | __main__             | INFO     | health_check         | ✅ System health check passed
2025-09-06 21:24:01 | __main__             | INFO     | setup_bot_commands   | ✅ Bot commands configured
2025-09-06 21:24:01 | __main__             | INFO     | run                  | 🎬 Bot is now running!
2025-09-06 21:24:01 | __main__             | INFO     | start_background_tasks | 🔄 Starting background tasks
2025-09-06 21:24:01 | telegram.ext.Updater | ERROR    | _network_loop_retry  | Error while getting Updates: Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
2025-09-06 21:24:01 | __main__             | ERROR    | enhanced_error_handler | ❌ Enhanced error occurred: Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
2025-09-06 21:24:05 | telegram.ext.Updater | ERROR    | _network_loop_retry  | Error while getting Updates: Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
2025-09-06 21:24:05 | __main__             | ERROR    | enhanced_error_handler | ❌ Enhanced error occurred: Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
